frac, phi, Eg, dge, Ed, s, Ce, ge, Y
0.23337,0.45,153.2172,0.6842550831,7000,1,0.822601,2.81063,1
0.233205,0.5,119.2778,0.6988771115,7000,0.95,0.834926,2.82443,1
0.220329,0.45,138.8187,0.6322298622,7000,0.85,0.857242,2.85155,1
0.20313,0.45,134.6243,0.6072185359,5000,0.65,0.926706,2.84541,1
0.225828,0.45,130.8544,0.6654628886,5000,0.9,0.842033,2.82694,1
0.223003,0.45,152.0395,0.6443168942,10000,0.9,0.848959,2.83925,1
0.187393,0.35,192.0244,0.5455802333,5000,0.5,0.946213,2.83348,1
0.190217,0.4,172.1312,0.5465812047,5000,0.5,0.959222,2.85232,1
0.209762,0.45,151.6973,0.6305611453,5000,0.75,0.905696,2.8298,1
0.241472,0.55,81.8191,0.6795669263,10000,0.95,0.794603,2.89371,1
0.197078,0.35,179.7515,0.6163292185,3000,0.55,0.944662,2.76402,1
0.231133,0.55,100.016,0.6768813995,10000,0.9,0.843678,2.87008,1
0.23594,0.5,101.3664,0.6734438993,10000,0.95,0.806263,2.86689,1
0.20446,0.4,163.4616,0.6147120597,5000,0.7,0.908224,2.81694,1
0.236874,0.45,136.5625,0.6809710803,7000,1,0.808551,2.82209,1
0.230509,0.5,124.7627,0.6841741232,10000,0.95,0.835671,2.83728,1
0.22336,0.45,139.3947,0.672822646,5000,0.9,0.850979,2.81487,1
0.214175,0.45,145.8505,0.6113448662,10000,0.8,0.875042,2.86415,1
0.23305,0.55,86.7955,0.682452849,10000,0.9,0.826643,2.87949,1
0.192613,0.35,166.9863,0.584159269,3000,0.5,0.94864,2.79376,1
0.189222,0.35,192.3812,0.5407743824,5000,0.5,0.946079,2.83715,1
0.228871,0.5,114.1242,0.6831616976,5000,0.9,0.84778,2.83455,1
0.222801,0.45,148.6066,0.6450666835,10000,0.9,0.846976,2.84232,1
0.237516,0.5,117.0996,0.7294798558,5000,1,0.822529,2.80251,1
0.226723,0.6,69.4514,0.666948419,10000,0.8,0.854631,2.91926,1
0.235255,0.45,136.2232,0.6870938442,7000,1,0.810833,2.81815,1
0.234317,0.55,86.9049,0.6740337263,10000,0.9,0.823688,2.88818,1
0.220628,0.45,143.4664,0.645037324,7000,0.85,0.864485,2.83601,1
0.222535,0.5,119.7453,0.6566620299,10000,0.85,0.864469,2.85288,1
0.233727,0.5,113.0847,0.695683227,7000,0.95,0.828213,2.83335,1
0.195537,0.4,172.8919,0.5603921203,7000,0.6,0.932025,2.85827,1
0.227645,0.5,110.9981,0.6724779386,7000,0.9,0.839971,2.85191,1
0.231442,0.5,115.8877,0.6829641024,10000,0.95,0.826273,2.84563,1
0.195589,0.45,130.3779,0.5938737761,3000,0.55,0.958879,2.83814,1
0.22204,0.5,119.7146,0.687135911,5000,0.85,0.875709,2.8205,1
0.230423,0.5,124.557,0.7117974996,5000,0.95,0.845799,2.80732,1
0.217091,0.5,120.4745,0.6500332086,7000,0.8,0.885062,2.85245,1
0.220579,0.5,123.3554,0.6627198799,7000,0.85,0.870819,2.8444,1
0.230707,0.6,73.4734,0.6716542648,10000,0.85,0.839802,2.91527,1
0.22248,0.45,151.474,0.6591450411,10000,0.9,0.85337,2.82493,1
0.23124,0.5,124.4124,0.6985366461,5000,0.95,0.841181,2.81997,1
0.208848,0.45,144.35,0.6149783196,10000,0.75,0.895106,2.85235,1
0.240711,0.5,104.4851,0.7123857928,5000,1,0.801792,2.82965,1
0.225705,0.45,136.81,0.6639675386,5000,0.9,0.845942,2.82553,1
0.233195,0.45,147.855,0.6877660079,7000,1,0.820382,2.80924,1
0.239035,0.5,114.764,0.7099204738,7000,1,0.812784,2.82422,1
0.244964,0.55,91.5668,0.6998564855,10000,1,0.793236,2.87166,1
0.198699,0.4,169.7661,0.5914130908,5000,0.65,0.923158,2.8316,1
0.209675,0.45,136.5797,0.6358958363,5000,0.75,0.898002,2.83174,1
0.199398,0.4,173.529,0.5915766096,7000,0.65,0.922858,2.83348,1
0.238572,0.5,115.715,0.6785113483,10000,1,0.802951,2.85473,1
0.224029,0.45,141.5653,0.6495847046,7000,0.9,0.844168,2.84027,1
0.237523,0.5,127.8137,0.6747539582,7000,1,0.813951,2.84845,1
0.239795,0.5,105.8204,0.6894218053,10000,1,0.795288,2.85445,1
0.201157,0.4,162.8971,0.6209645307,3000,0.65,0.929084,2.79775,1
0.241561,0.5,109.2556,0.7108106774,5000,1,0.807501,2.82734,1
0.192189,0.35,199.0415,0.5437340796,5000,0.5,0.9473,2.83365,1
0.219135,0.45,148.7712,0.6452754097,7000,0.85,0.868205,2.83248,1
0.234337,0.5,116.1644,0.6734170698,10000,0.95,0.822611,2.85388,1
0.231299,0.5,122.2841,0.7041475391,5000,0.95,0.841266,2.81601,1
0.22384,0.45,139.2456,0.6345919253,10000,0.9,0.836229,2.85762,1
0.233178,0.5,108.1092,0.6901447049,5000,0.95,0.821714,2.84109,1
0.197724,0.4,177.8012,0.5896682977,5000,0.6,0.941084,2.82138,1
0.225404,0.6,77.4154,0.658503076,10000,0.8,0.867105,2.91307,1
0.200788,0.4,186.3579,0.6025496061,5000,0.65,0.930989,2.81405,1
0.237071,0.45,128.3407,0.6722430263,7000,1,0.798545,2.83725,1
0.237672,0.55,92.9682,0.7271904611,5000,0.95,0.828992,2.83342,1
0.221278,0.45,131.5173,0.6478772294,5000,0.85,0.857615,2.83718,1
0.223211,0.45,161.5205,0.636329681,10000,0.9,0.851569,2.84362,1
0.234791,0.5,103.5929,0.6984171947,5000,0.95,0.81856,2.83674,1
0.197555,0.35,168.0825,0.5842460476,3000,0.55,0.935768,2.802,1
0.227188,0.5,114.5891,0.6548189445,10000,0.9,0.837198,2.86751,1
0.214802,0.45,133.4342,0.6614779905,5000,0.8,0.883797,2.81485,1
0.224149,0.45,145.3407,0.6694485338,5000,0.9,0.853788,2.81467,1
0.224028,0.45,142.8442,0.684046124,5000,0.9,0.857356,2.80114,1
0.226697,0.5,114.1438,0.695749972,5000,0.9,0.852311,2.82457,1
0.239522,0.5,113.745,0.6929679981,7000,1,0.806303,2.84363,1
0.229143,0.45,135.9206,0.6933261996,5000,0.95,0.834577,2.80301,1
0.214133,0.45,159.3956,0.6185563707,10000,0.8,0.884818,2.84746,1
0.230054,0.45,140.2089,0.6989079996,5000,0.95,0.839347,2.7948,1
0.18736,0.35,200,0.5342877978,10000,0.5,0.944448,2.84655,1
0.230425,0.45,137.1263,0.6612187156,10000,0.95,0.823539,2.83741,1
0.201817,0.4,155.9306,0.6364848648,3000,0.65,0.930208,2.78446,1
0.217817,0.45,153.2166,0.6478873173,7000,0.85,0.872312,2.82737,1
0.221981,0.5,121.8293,0.6721172141,5000,0.85,0.873075,2.83382,1
0.228541,0.45,135.3775,0.6517763311,10000,0.95,0.819122,2.84797,1
0.237575,0.5,117.9152,0.6925882643,10000,1,0.809364,2.83901,1
0.234354,0.45,147.9061,0.6841264263,7000,1,0.819143,2.81425,1
0.230845,0.45,132.2968,0.698793168,5000,0.95,0.833016,2.799,1
0.235669,0.45,140.1701,0.6785658557,7000,1,0.811168,2.82346,1
0.189927,0.35,194.7487,0.5331106502,7000,0.5,0.943995,2.84909,1
0.229787,0.45,131.711,0.6702191027,7000,0.95,0.822046,2.83141,1
0.217661,0.5,116.8256,0.6627962851,5000,0.8,0.886837,2.83859,1
0.215276,0.55,91.026,0.6312304349,10000,0.75,0.886399,2.9043,1
0.198179,0.4,176.9479,0.5821967577,5000,0.6,0.938604,2.8298,1
0.217922,0.45,153.3544,0.6214484433,10000,0.85,0.862793,2.85488,1
0.235778,0.45,137.2491,0.7084500613,5000,1,0.819677,2.79366,1
0.238685,0.5,115.9788,0.7107399411,5000,1,0.815132,2.81964,1
0.238563,0.5,120.4326,0.7015069852,7000,1,0.815429,2.82893,1
0.227623,0.55,86.3743,0.6756187515,7000,0.85,0.848156,2.87946,1
0.221394,0.45,162.699,0.6423244004,10000,0.9,0.855095,2.83855,1
0.23296,0.45,131.8991,0.7102306249,5000,1,0.816293,2.79741,1
0.189832,0.35,183.0787,0.5401758109,5000,0.5,0.943419,2.84207,1
0.213969,0.45,135.9738,0.6432479961,5000,0.8,0.880031,2.83301,1
0.213131,0.4,181.9049,0.6359004055,5000,0.8,0.886394,2.80231,1
0.236116,0.5,109.2364,0.6953829355,5000,0.95,0.824257,2.83454,1
0.22421,0.45,133.9405,0.6376794954,7000,0.9,0.833915,2.85596,1
0.23492,0.5,113.2872,0.6776592715,10000,0.95,0.821656,2.85162,1
0.190898,0.35,190.7142,0.5481841508,5000,0.5,0.946489,2.83152,1
0.205269,0.55,87.8942,0.6082410606,7000,0.65,0.922345,2.91218,1
0.219415,0.5,129.3092,0.6420942061,10000,0.85,0.868717,2.86218,1
0.239339,0.5,108.7211,0.699189724,7000,1,0.802467,2.83985,1
0.211242,0.45,145.489,0.6453123085,5000,0.75,0.905776,2.8154,1
0.186458,0.4,166.0681,0.52546466,10000,0.5,0.952189,2.88159,1
0.226365,0.45,134.5658,0.6804557389,5000,0.9,0.849601,2.81088,1
0.220554,0.45,137.5575,0.6546535227,5000,0.85,0.864553,2.82757,1
0.225446,0.45,139.6239,0.6594563585,7000,0.9,0.84547,2.8319,1
0.205116,0.4,165.6872,0.6101144613,5000,0.7,0.908349,2.82149,1
0.242271,0.55,97.4333,0.7277606817,7000,1,0.812186,2.83601,1
0.201346,0.4,165.7299,0.6028946114,5000,0.65,0.924286,2.82179,1
0.229887,0.45,134.4449,0.6765442441,5000,0.95,0.827808,2.82205,1
0.208072,0.5,128.4312,0.6407910122,5000,0.7,0.929626,2.83664,1
0.213659,0.4,165.9937,0.6295512483,5000,0.8,0.87751,2.81694,1
0.190747,0.4,161.7935,0.5513913856,5000,0.5,0.957847,2.85155,1
0.234551,0.5,111.3592,0.6931543156,7000,0.95,0.825234,2.83764,1
0.233877,0.5,112.804,0.6761119205,7000,0.95,0.821315,2.85386,1
0.242035,0.5,100.86,0.6789764178,7000,1,0.786268,2.86641,1
0.193053,0.4,155.9668,0.5690193383,5000,0.6,0.929294,2.85337,1
0.19151,0.35,187.8563,0.5515939545,5000,0.5,0.94632,2.82698,1
0.189035,0.35,200,0.5466740291,7000,0.5,0.946737,2.83165,1
0.190516,0.35,185.9646,0.5510889729,5000,0.5,0.945413,2.82911,1
0.225496,0.45,139.8212,0.6753954631,5000,0.9,0.851913,2.81141,1
0.202337,0.45,141.5537,0.6131008688,5000,0.65,0.932465,2.83505,1
0.224719,0.5,124.453,0.6725457736,7000,0.9,0.853244,2.84226,1
0.211054,0.45,146.4084,0.6187663876,10000,0.8,0.878032,2.85631,1
0.205148,0.4,162.3185,0.6245881227,5000,0.7,0.910892,2.80766,1
0.18872,0.35,199.9545,0.5471632127,5000,0.5,0.948241,2.8307,1
0.232773,0.5,119.9985,0.6838039293,10000,0.95,0.830559,2.8396,1
0.203548,0.45,142.7936,0.5946239029,5000,0.65,0.927904,2.85466,1
0.238354,0.6,77.3597,0.6976594069,7000,0.9,0.831182,2.88997,1
0.233567,0.5,109.3148,0.6863407118,7000,0.95,0.821018,2.84513,1
0.224469,0.5,129.1079,0.6993740212,5000,0.9,0.866858,2.80954,1
0.214303,0.55,102.4222,0.6451436079,7000,0.75,0.904373,2.87701,1
0.222235,0.5,108.7583,0.6486796945,10000,0.85,0.851765,2.87227,1
0.223416,0.5,117.0807,0.6630754979,5000,0.85,0.866126,2.84513,1
0.238394,0.55,94.4109,0.720226073,5000,0.95,0.82872,2.83886,1
0.241594,0.55,78.9108,0.6997613761,7000,0.95,0.796835,2.87946,1
0.236743,0.5,115.9071,0.6934584721,7000,1,0.807934,2.84063,1
0.193692,0.35,174.5381,0.5820445727,3000,0.5,0.950673,2.79384,1
0.236378,0.45,134.5853,0.6821025237,7000,1,0.807165,2.82341,1
0.222501,0.45,149.9276,0.6708157102,5000,0.9,0.857561,2.8105,1
0.233374,0.45,135.8155,0.6769133421,10000,1,0.807116,2.83126,1
0.210422,0.45,144.3722,0.6299244369,5000,0.75,0.900751,2.83252,1
0.232013,0.5,121.1603,0.6753771273,10000,0.95,0.829217,2.84856,1
0.226002,0.5,115.1688,0.6917785194,5000,0.9,0.8517,2.82867,1
0.229293,0.5,116.2165,0.6592834609,10000,0.9,0.840377,2.85983,1
0.227004,0.55,88.4454,0.6596025898,10000,0.85,0.845246,2.8938,1
0.234328,0.5,107.5489,0.6689995307,10000,0.95,0.811983,2.86625,1
0.233994,0.5,117.9639,0.6812514258,7000,0.95,0.828022,2.84316,1
0.231702,0.5,118.038,0.6801047769,10000,0.95,0.82697,2.84493,1
0.221926,0.5,113.1415,0.6528788735,10000,0.85,0.857162,2.86495,1
0.221515,0.5,125.1412,0.6821677377,5000,0.85,0.878638,2.82188,1
0.213591,0.45,155.1233,0.624949392,7000,0.8,0.885161,2.84216,1
0.227083,0.4,157.9808,0.7162792274,3000,0.95,0.844296,2.74943,1
0.194513,0.35,174.9848,0.6005662823,3000,0.5,0.953164,2.77309,1
0.224825,0.45,143.3323,0.6669294577,5000,0.9,0.851244,2.81811,1
0.194326,0.4,149.4601,0.5776530325,3000,0.5,0.960443,2.82264,1
0.223491,0.5,112.97,0.6640011382,5000,0.85,0.861821,2.84879,1
0.216409,0.45,132.5792,0.6779894654,3000,0.8,0.889505,2.79421,1
0.241334,0.5,107.5795,0.7020523895,7000,1,0.801731,2.83774,1
0.240915,0.5,111.224,0.7029065238,5000,1,0.807106,2.83207,1
0.235479,0.5,126.0002,0.6941597497,10000,1,0.818343,2.83425,1
0.193143,0.4,163.3844,0.5707130285,5000,0.6,0.932254,2.84801,1
0.227787,0.5,105.7187,0.6698938715,7000,0.9,0.833704,2.85798,1
0.235622,0.45,134.2919,0.6714935315,10000,1,0.802933,2.83488,1
0.237992,0.5,121.1204,0.6874620398,10000,1,0.811347,2.8432,1
0.227292,0.5,108.5698,0.6803106663,5000,0.9,0.841401,2.84462,1
0.190444,0.35,199.9991,0.5535985963,5000,0.5,0.94914,2.82212,1
0.191377,0.35,188.4651,0.552202159,5000,0.5,0.946608,2.82654,1
0.225311,0.55,105.3947,0.6513292931,10000,0.85,0.864222,2.88401,1
0.227529,0.45,128.2984,0.6779951781,5000,0.95,0.823268,2.82443,1
0.223427,0.45,144.6727,0.6486738569,10000,0.9,0.845299,2.84026,1
0.239784,0.5,106.0824,0.6893439063,10000,1,0.795432,2.85342,1
0.219035,0.45,147.6946,0.6384702753,10000,0.85,0.864379,2.84094,1
0.237844,0.5,118.6687,0.7015318724,10000,1,0.813235,2.83115,1
0.232765,0.45,151.3518,0.688510191,7000,1,0.822954,2.80867,1
0.228972,0.45,139.6004,0.6635364438,7000,0.95,0.826247,2.83366,1
0.2334,0.45,149.3711,0.6728064358,10000,1,0.815521,2.82619,1
0.226502,0.5,118.6219,0.6931910428,7000,0.9,0.85461,2.82424,1
0.211486,0.45,145.293,0.6293594668,5000,0.75,0.901646,2.83207,1
0.217023,0.5,118.4541,0.6389169433,7000,0.8,0.880257,2.86337,1
0.227943,0.45,140.7065,0.6619468753,7000,0.95,0.826654,2.83452,1
0.240396,0.5,107.268,0.7149024432,5000,1,0.806671,2.82411,1
0.193095,0.35,182.9266,0.5761240259,3000,0.5,0.951844,2.79834,1
0.208993,0.45,147.1662,0.6079872962,10000,0.75,0.895253,2.85842,1
0.20559,0.45,147.5593,0.6121859052,7000,0.7,0.91582,2.84388,1
0.239459,0.5,114.7763,0.699640897,7000,1,0.809251,2.8351,1
0.23458,0.55,85.2615,0.6691579043,10000,0.9,0.820173,2.89495,1
0.225605,0.5,126.4786,0.6517415605,7000,0.9,0.848356,2.85942,1
0.23343,0.45,125.0521,0.6834361902,5000,0.95,0.821581,2.8209,1
0.202231,0.4,154.4789,0.6111255144,5000,0.7,0.903877,2.82678,1
0.209938,0.45,148.5584,0.6255576473,7000,0.75,0.901466,2.83785,1
0.216927,0.45,151.0551,0.634460892,10000,0.85,0.86583,2.8424,1
0.239748,0.55,91.0804,0.6989159884,7000,0.95,0.81591,2.86473,1
0.237501,0.55,93.3432,0.6852812245,10000,0.95,0.814249,2.87746,1
0.227819,0.45,140.1214,0.6716142317,7000,0.95,0.829517,2.8254,1
0.192763,0.45,130.7926,0.5522742479,10000,0.6,0.928341,2.90205,1
0.22954,0.45,142.7479,0.6810130246,5000,0.95,0.835681,2.81083,1
0.23755,0.5,119.9868,0.6955632041,10000,1,0.812595,2.8353,1
0.225253,0.55,95.8798,0.6667283026,10000,0.85,0.858158,2.87786,1
0.239083,0.5,121.3747,0.6698700096,10000,1,0.805323,2.85972,1
0.201736,0.4,174.7466,0.6037227089,5000,0.65,0.927044,2.81737,1
0.207687,0.45,157.2256,0.6142979659,10000,0.75,0.902166,2.84744,1
0.227953,0.5,109.7121,0.6727092742,7000,0.9,0.838875,2.85159,1
0.215521,0.5,120.4259,0.6488032303,7000,0.8,0.885091,2.8531,1
0.216033,0.5,116.3582,0.6690386901,5000,0.8,0.888864,2.83324,1
0.239443,0.5,113.4986,0.6933084415,10000,1,0.804832,2.84236,1
0.237568,0.5,117.2515,0.7144379882,5000,1,0.817795,2.81772,1
0.232776,0.55,93.8373,0.6714852174,7000,0.9,0.834356,2.88218,1
0.232941,0.5,118.8913,0.6688548176,7000,0.95,0.82508,2.85513,1
0.231678,0.5,119.7761,0.7113313507,5000,0.95,0.841419,2.81116,1
0.239228,0.5,112.1499,0.7168990976,5000,1,0.81283,2.81819,1
0.217843,0.4,162.309,0.6360300023,7000,0.85,0.857354,2.82188,1
0.236506,0.5,129.0443,0.677420156,10000,1,0.815133,2.84656,1
0.222356,0.5,121.3081,0.6735981618,5000,0.85,0.872821,2.83298,1
0.23309,0.5,119.6819,0.6989527382,5000,0.95,0.836559,2.82287,1
0.233159,0.5,114.6524,0.6874779357,10000,0.95,0.826188,2.84083,1
0.238273,0.5,114.7786,0.6907775809,7000,1,0.806772,2.84325,1
0.227292,0.5,119.4579,0.6740477508,7000,0.9,0.848905,2.84324,1
0.245145,0.55,90.0656,0.7096819563,10000,1,0.794564,2.86327,1
0.199145,0.4,174.2116,0.5994042508,5000,0.6,0.941189,2.81132,1
0.235545,0.45,138.1631,0.694692113,7000,1,0.815087,2.80961,1
0.233168,0.5,121.7994,0.680464493,7000,0.95,0.83153,2.84109,1
0.215336,0.45,138.059,0.6901606588,3000,0.8,0.897193,2.77746,1
0.193596,0.35,179.2829,0.5684587709,5000,0.6,0.92012,2.83112,1
0.234118,0.45,134.7193,0.6633351283,10000,1,0.800498,2.84602,1
0.20286,0.4,164.064,0.5955423805,7000,0.7,0.903236,2.83967,1
0.233183,0.5,108.458,0.6752588639,10000,0.95,0.815991,2.85996,1
0.238411,0.5,119.3245,0.697649465,7000,1,0.813396,2.83353,1
0.230259,0.45,146.4393,0.6764839662,7000,0.95,0.835392,2.81487,1
0.236892,0.45,139.6272,0.663083896,10000,1,0.80412,2.84169,1
0.227467,0.5,112.9715,0.6826088797,7000,0.9,0.845565,2.83869,1
0.220796,0.5,124.2018,0.6464146563,7000,0.85,0.865658,2.86001,1
0.23719,0.5,112.5338,0.7271499907,5000,1,0.817199,2.80813,1
0.228115,0.45,135.4976,0.6755443485,10000,0.95,0.826643,2.82567,1
0.197213,0.4,180.4297,0.5757095467,5000,0.6,0.938677,2.83616,1
0.219656,0.45,145.1875,0.6544820859,7000,0.85,0.868044,2.82518,1
0.233369,0.5,116.0158,0.6683660225,10000,0.95,0.821322,2.85894,1
0.223787,0.45,147.957,0.6639571113,5000,0.9,0.854534,2.8196,1
0.22786,0.5,116.9669,0.6648718941,7000,0.9,0.843389,2.85376,1
0.21416,0.45,139.5333,0.6381002938,5000,0.8,0.881268,2.83386,1
0.239121,0.5,118.3967,0.6926991534,10000,1,0.810057,2.8402,1
0.221723,0.4,169.9098,0.6495052286,7000,0.95,0.827264,2.81947,1
0.1916,0.35,184.8628,0.5571050531,5000,0.5,0.946818,2.82248,1
0.227422,0.45,143.49,0.6852280396,7000,0.95,0.836699,2.80871,1
0.234439,0.45,135.2797,0.691583921,5000,1,0.812764,2.81276,1
0.226312,0.5,121.3669,0.6746598594,7000,0.9,0.85136,2.84136,1
0.222149,0.5,121.0486,0.6631727195,7000,0.85,0.868322,2.84497,1
0.226462,0.45,131.758,0.6697814355,5000,0.9,0.843976,2.82202,1
0.242629,0.55,98.9166,0.7032812351,10000,1,0.805405,2.86011,1
0.221823,0.45,129.8112,0.6625819911,5000,0.85,0.860782,2.82427,1
0.212457,0.5,120.096,0.6443200207,5000,0.75,0.905506,2.84737,1
0.192248,0.35,200,0.5569265623,5000,0.5,0.949173,2.81699,1
0.232956,0.45,154.7523,0.6586495612,10000,1,0.813995,2.83785,1
0.234769,0.45,136.9398,0.680864418,7000,1,0.809564,2.82358,1
0.196311,0.4,164.5908,0.5757455422,7000,0.6,0.93198,2.84408,1
0.228495,0.45,148.7388,0.65227662,10000,0.95,0.828877,2.8409,1
0.213946,0.45,141.4389,0.6562960363,5000,0.8,0.888015,2.81528,1
0.203159,0.45,132.4465,0.6408788628,3000,0.65,0.935619,2.80623,1
0.197907,0.4,177.5229,0.604368089,5000,0.6,0.943805,2.80575,1
0.232901,0.5,111.548,0.7308033143,3000,0.95,0.84051,2.79379,1
0.213915,0.45,141.7318,0.6420599163,7000,0.8,0.882443,2.83264,1
0.22674,0.5,119.4066,0.7010640276,5000,0.9,0.85882,2.81421,1
0.232891,0.45,144.5849,0.6618396549,10000,1,0.808314,2.83882,1
0.22662,0.45,130.9508,0.6549022074,7000,0.9,0.837157,2.83858,1
0.233313,0.45,142.8366,0.673251448,10000,1,0.810651,2.83023,1
0.232915,0.5,117.4688,0.6927069666,7000,0.95,0.832031,2.83231,1
0.214485,0.45,138.9754,0.6399089568,5000,0.8,0.880978,2.83375,1
0.231604,0.5,119.3338,0.6739965293,10000,0.95,0.826607,2.85208,1
0.22792,0.5,115.8332,0.6739675773,7000,0.9,0.84574,2.84512,1
0.19892,0.4,157.5594,0.6167317083,3000,0.6,0.941972,2.79698,1
0.228955,0.5,110.8435,0.6612823143,7000,0.9,0.83596,2.86155,1
0.229909,0.45,141.1276,0.6665763835,7000,0.95,0.82854,2.82872,1
0.245177,0.55,90.7179,0.7106278278,10000,1,0.796288,2.86146,1
0.239418,0.5,115.4629,0.6977136842,7000,1,0.809719,2.83552,1
0.200845,0.45,136.3306,0.5982709253,5000,0.65,0.925655,2.85311,1
0.229139,0.5,115.6092,0.6639202795,7000,0.9,0.841351,2.85586,1
0.194244,0.4,161.0301,0.5694799458,5000,0.6,0.931114,2.85143,1
0.190947,0.4,158.1482,0.5610687128,5000,0.55,0.944124,2.85177,1
0.238912,0.5,115.431,0.7183099788,5000,1,0.817055,2.81416,1
0.213218,0.45,155.2173,0.6361483896,10000,0.8,0.888458,2.83183,1
0.234086,0.5,113.4214,0.6934295953,7000,0.95,0.827048,2.83431,1
0.19806,0.4,162.855,0.5985312683,5000,0.6,0.937945,2.81697,1
0.196905,0.4,177.6797,0.5935561555,5000,0.6,0.942031,2.81712,1
0.213319,0.45,146.9497,0.6366064708,5000,0.8,0.885401,2.83266,1
0.230544,0.45,138.9564,0.6672110609,10000,0.95,0.826375,2.83089,1
0.230178,0.45,130.2565,0.6941046146,5000,0.95,0.829641,2.80616,1
0.232134,0.5,110.1083,0.6771319718,10000,0.95,0.818324,2.85505,1
0.192975,0.35,197.6455,0.5566401266,5000,0.5,0.949104,2.81798,1
0.232227,0.5,129.8422,0.6664665724,10000,0.95,0.834034,2.85034,1
0.241607,0.55,83.2735,0.6940511324,10000,0.95,0.801055,2.87906,1
0.201103,0.4,172.9558,0.5977571377,5000,0.65,0.925259,2.82437,1
0.21874,0.45,131.3589,0.6536786936,5000,0.85,0.859522,2.83316,1
0.231368,0.55,96.2776,0.6735384905,10000,0.9,0.837848,2.87939,1
0.200831,0.45,137.0635,0.5997305693,5000,0.65,0.927033,2.85243,1
0.238778,0.5,113.175,0.7209123913,5000,1,0.815316,2.81364,1
0.216339,0.5,121.7847,0.6695895418,5000,0.8,0.893225,2.82917,1
0.200162,0.4,172.5068,0.5835336055,10000,0.7,0.902249,2.8517,1
0.222307,0.45,156.5087,0.6786261745,7000,0.9,0.863141,2.80052,1
0.239746,0.5,113.3957,0.6928341796,10000,1,0.804431,2.84463,1
0.243943,0.55,96.7417,0.7094358788,10000,1,0.804775,2.85714,1
0.225173,0.5,130.0798,0.6648299425,7000,0.9,0.855919,2.8446,1
0.228815,0.45,143.6745,0.666547152,10000,0.95,0.829659,2.82743,1
0.191275,0.35,192.9567,0.5504903293,5000,0.5,0.947627,2.82785,1
0.224467,0.45,138.2759,0.6656924743,7000,0.9,0.847177,2.82369,1
0.200489,0.45,150.539,0.5983730673,7000,0.65,0.932808,2.84836,1
0.234176,0.5,114.7653,0.6895669747,7000,0.95,0.827613,2.83753,1
0.209971,0.45,139.0244,0.6245148957,5000,0.75,0.896371,2.84326,1
0.230848,0.55,97.2992,0.6893923746,7000,0.9,0.844838,2.86,1
0.219957,0.45,148.9921,0.640481249,10000,0.9,0.845692,2.84643,1
0.191442,0.35,165.9025,0.5693120245,3000,0.5,0.946785,2.8118,1
0.229329,0.45,138.5706,0.6451097976,10000,0.95,0.818552,2.85292,1
0.215189,0.45,141.1712,0.6305572226,7000,0.8,0.878511,2.84445,1
0.232533,0.5,114.9746,0.6786514642,10000,0.95,0.824385,2.8493,1
0.225346,0.5,126.3516,0.7016902107,5000,0.9,0.864889,2.80824,1
0.235218,0.45,143.5118,0.6753098002,7000,1,0.812556,2.82326,1
0.232137,0.5,124.0069,0.6775093796,10000,0.95,0.832014,2.84393,1
0.188622,0.35,199.9274,0.5544727927,5000,0.5,0.949091,2.82299,1
0.226284,0.5,111.3837,0.6609106971,10000,0.9,0.83622,2.86577,1
0.202415,0.4,161.5522,0.614952437,3000,0.65,0.92717,2.8055,1
0.222324,0.5,118.7879,0.686687738,5000,0.85,0.874384,2.82055,1
0.23193,0.5,121.5148,0.6872548195,7000,0.95,0.834048,2.83555,1
0.220133,0.45,144.4631,0.6569314252,7000,0.85,0.86874,2.82188,1
0.232191,0.45,148.7007,0.6796468369,10000,1,0.817711,2.81979,1
0.193697,0.35,187.1347,0.5887820641,3000,0.5,0.954141,2.78338,1
0.208038,0.4,179.6431,0.5986116824,10000,0.75,0.892114,2.83936,1
0.238117,0.5,120.688,0.6917219516,10000,1,0.812098,2.8392,1
0.238622,0.5,115.7053,0.7161873917,5000,1,0.816578,2.81594,1
0.238028,0.5,118.7703,0.691460885,10000,1,0.810571,2.84044,1
0.232236,0.5,121.952,0.6621369473,10000,0.95,0.825339,2.86076,1
0.227392,0.5,117.7521,0.6861497141,7000,0.9,0.851592,2.83181,1
0.22123,0.5,121.4139,0.6557443319,10000,0.85,0.865887,2.85359,1
0.2287,0.45,140.8913,0.6964278314,5000,0.95,0.838708,2.79727,1
0.234689,0.5,117.437,0.6838843081,7000,0.95,0.828378,2.83978,1
0.226228,0.45,146.6209,0.6626202886,10000,0.95,0.830844,2.83287,1
0.202126,0.4,175.027,0.5931375248,5000,0.65,0.924696,2.82669,1
0.195693,0.45,139.4227,0.5771755547,7000,0.55,0.956112,2.85753,1
0.214083,0.5,128.2861,0.6297535009,10000,0.8,0.884766,2.86891,1
0.217642,0.45,146.704,0.640751494,7000,0.85,0.865597,2.83907,1
0.191605,0.35,190.3809,0.5749792024,5000,0.55,0.938872,2.80938,1
0.244693,0.55,92.6766,0.7050094606,10000,1,0.797213,2.8663,1
0.232628,0.5,127.3282,0.6633028339,10000,0.95,0.830533,2.85409,1
0.232577,0.5,114.4109,0.6750689978,10000,0.95,0.8225,2.85411,1
0.238884,0.5,118.2021,0.7101459647,7000,1,0.816045,2.82202,1
