frac, phi, Eg, dge, Ed, s, Ce, ge, Y
0.229818,0.5,118.788,0.6022776569,10000,0.85,0.845649,2.90708,0
0.284691,0.65,46.7118,0.6928216157,10000,1,0.711888,2.97091,0
0.200195,0.45,131.1513,0.532416802,10000,0.6,0.922527,2.92034,0
0.212588,0.5,125.4124,0.5829360051,10000,0.7,0.909088,2.90172,0
0.193734,0.4,177.4219,0.4931808804,7000,0.5,0.949463,2.91127,0
0.210644,0.5,111.1629,0.5701361982,10000,0.7,0.894952,2.92425,0
0.198263,0.4,179.9817,0.5504547135,5000,0.55,0.947931,2.85361,0
0.195233,0.4,168.2571,0.50146931,7000,0.5,0.948407,2.9042,0
0.195774,0.4,176.617,0.4911552905,10000,0.5,0.947748,2.91402,0
0.195368,0.4,173.8965,0.5195141105,7000,0.5,0.95398,2.88167,0
0.198527,0.4,173.8961,0.551805054,5000,0.55,0.946274,2.85547,0
0.195919,0.4,160.9735,0.5191499528,5000,0.5,0.950842,2.88378,0
0.233899,0.55,85.9894,0.6379221774,10000,0.85,0.834198,2.91596,0
0.195157,0.4,163.4411,0.5040198725,7000,0.5,0.948054,2.90302,0
0.248175,0.6,71.6224,0.6640459658,10000,0.9,0.808551,2.92943,0
0.23832,0.55,81.15,0.6241660026,10000,0.85,0.821916,2.93147,0
0.210026,0.45,133.2047,0.5641877573,10000,0.7,0.893009,2.90315,0
0.195887,0.4,166.9042,0.5214442156,5000,0.5,0.952802,2.8803,0
0.196051,0.4,160.227,0.5214252762,5000,0.5,0.950685,2.88186,0
0.26995,0.6,61.819,0.68020638,10000,1,0.742112,2.93718,0
0.198778,0.4,169.8944,0.5391840897,5000,0.55,0.942888,2.86922,0
0.284875,0.65,46.8709,0.6932715429,10000,1,0.712523,2.97009,0
0.205258,0.45,156.4788,0.5572959506,7000,0.65,0.923993,2.88982,0
0.255965,0.6,70.7379,0.6772014256,10000,0.95,0.786794,2.92235,0
0.215,0.55,109.0685,0.6191341859,10000,0.75,0.903267,2.89969,0
0.214185,0.5,115.1202,0.5707121041,10000,0.7,0.897864,2.92136,0
0.194826,0.4,178.7987,0.527791158,5000,0.5,0.957739,2.87069,0
0.199072,0.4,170.0652,0.5234249672,5000,0.55,0.938923,2.88633,0
0.240923,0.55,88.3327,0.6682686458,5000,0.9,0.825382,2.88644,0
0.234224,0.55,90.4689,0.6424679541,10000,0.85,0.841899,2.90492,0
0.212529,0.5,121.9662,0.5961254794,7000,0.7,0.91204,2.88889,0
0.21869,0.55,89.1564,0.5749026805,10000,0.7,0.889153,2.95074,0
0.204789,0.5,107.2467,0.5334633107,10000,0.6,0.924108,2.94638,0
0.195185,0.4,179.9975,0.5048805565,7000,0.5,0.952261,2.8962,0
0.195979,0.4,179.9779,0.4920805983,10000,0.5,0.949144,2.90985,0
0.191893,0.4,165.3752,0.486518245,7000,0.45,0.958521,2.9118,0
0.258745,0.6,64.154,0.677735385,10000,0.95,0.771333,2.93255,0
0.272776,0.6,59.9903,0.6842802772,10000,1,0.738323,2.93589,0
0.19573,0.4,164.8682,0.531310063,5000,0.5,0.953988,2.86986,0
0.202022,0.45,150.4872,0.5602340887,7000,0.6,0.940551,2.87901,0
0.202526,0.45,145.5758,0.5495104876,7000,0.6,0.935121,2.89364,0
0.199011,0.45,150.121,0.5250974213,10000,0.55,0.948143,2.9083,0
0.250015,0.55,83.4949,0.6601454229,7000,0.95,0.790486,2.90808,0
0.210477,0.45,153.4015,0.5766825706,7000,0.7,0.908906,2.87705,0
0.218248,0.55,100.0404,0.6172936565,10000,0.75,0.892473,2.90913,0
0.212027,0.5,127.012,0.5956483246,7000,0.7,0.915263,2.8863,0
0.234159,0.55,100.4364,0.6719922202,7000,0.9,0.843161,2.87333,0
0.237435,0.55,97.9859,0.6578780994,7000,0.9,0.834577,2.88813,0
0.196044,0.4,176.1388,0.5007063537,10000,0.5,0.948769,2.90322,0
0.197157,0.4,170.7084,0.5276647162,7000,0.55,0.939541,2.8842,0
0.195162,0.4,161.6402,0.5204489905,5000,0.5,0.950999,2.88363,0
0.259707,0.6,64.6073,0.6673143394,10000,0.95,0.769117,2.93965,0
0.264911,0.6,61.2666,0.6606849027,10000,0.95,0.758652,2.94978,0
0.236606,0.55,80.3318,0.6167113635,10000,0.85,0.818698,2.94026,0
0.237658,0.55,95.0676,0.664353138,10000,0.9,0.832597,2.8856,0
0.195203,0.4,179.9123,0.4993408839,10000,0.5,0.950847,2.90219,0
0.258598,0.6,64.5806,0.6787780356,10000,0.95,0.773383,2.93083,0
0.266047,0.6,66.9326,0.6973971803,10000,1,0.760174,2.91552,0
0.206228,0.45,141.2366,0.5642113978,5000,0.65,0.918852,2.88607,0
0.234761,0.55,86.0756,0.6295022931,7000,0.85,0.832736,2.9224,0
0.221451,0.55,93.0593,0.5809720474,10000,0.75,0.873076,2.94929,0
0.198201,0.4,170.0747,0.5367186596,5000,0.55,0.942491,2.87173,0
0.195456,0.4,179.5446,0.5047739005,7000,0.5,0.95188,2.89707,0
0.19531,0.4,176.7679,0.5159856563,5000,0.5,0.954675,2.88234,0
0.201865,0.45,154.0946,0.5444022277,10000,0.6,0.936721,2.8963,0
0.271272,0.6,60.8139,0.6847543421,10000,1,0.740994,2.93535,0
0.195258,0.4,179.2975,0.5039054126,7000,0.5,0.951725,2.89523,0
0.194882,0.4,172.6614,0.5263834823,5000,0.5,0.955478,2.87404,0
0.19557,0.4,168.8251,0.5240878876,7000,0.5,0.953168,2.87698,0
0.195701,0.4,179.9432,0.504544894,7000,0.5,0.951642,2.89686,0
0.211654,0.5,126.3992,0.6061591584,5000,0.7,0.91865,2.87459,0
0.225982,0.5,122.1252,0.6304888328,10000,0.85,0.858347,2.87829,0
0.254295,0.6,60.952,0.6593137186,10000,0.9,0.782716,2.94699,0
0.189769,0.4,167.4617,0.4801024759,7000,0.4,0.971618,2.90762,0
0.250625,0.5,99.4829,0.6714583005,5000,1,0.781604,2.87162,0
0.195047,0.4,175.5759,0.5215673375,5000,0.5,0.955536,2.87766,0
0.211105,0.5,126.3615,0.5793777816,10000,0.7,0.908966,2.90574,0
0.195051,0.4,169.4418,0.5047130069,7000,0.5,0.949882,2.90149,0
0.191571,0.4,167.7991,0.4973504195,7000,0.45,0.961972,2.89893,0
0.201545,0.4,175.8032,0.5549163312,5000,0.6,0.931688,2.8596,0
0.195172,0.4,179.9668,0.5235016735,10000,0.5,0.955229,2.87721,0
0.242524,0.55,80.8963,0.6589111004,7000,0.9,0.810015,2.90636,0
0.213965,0.45,155.7884,0.5801385779,7000,0.75,0.891083,2.88212,0
0.246688,0.5,116.969,0.6492484176,10000,1,0.793251,2.88174,0
0.207042,0.45,136.7354,0.5764021214,5000,0.65,0.920209,2.87583,0
0.189356,0.45,136.6867,0.4805881571,7000,0.4,0.982425,2.93431,0
0.238892,0.55,89.7563,0.6740991014,7000,0.9,0.828784,2.88071,0
0.18743,0.4,164.8276,0.4474940296,10000,0.35,0.977372,2.93603,0
0.229068,0.6,77.9486,0.6342700773,10000,0.8,0.860314,2.93524,0
0.257792,0.6,68.1184,0.6815428016,10000,0.95,0.781746,2.92283,0
0.268574,0.6,61.5282,0.6914452747,10000,1,0.744587,2.9301,0
0.201448,0.4,174.9093,0.5518879949,7000,0.6,0.930482,2.86404,0
0.254028,0.6,64.6182,0.6557868425,10000,0.9,0.790594,2.94358,0
0.225283,0.45,140.3209,0.6158213064,7000,0.85,0.852197,2.86635,0
0.205879,0.5,127.8869,0.5627196844,10000,0.65,0.927162,2.91322,0
0.192535,0.4,174.4988,0.4857676567,10000,0.45,0.960466,2.91023,0
0.204514,0.4,179.5834,0.5656424174,5000,0.65,0.919278,2.85624,0
0.243394,0.6,66.5352,0.6635219524,10000,0.85,0.821308,2.92906,0
0.198568,0.4,172.1359,0.5452455626,5000,0.55,0.944402,2.86211,0
0.189549,0.4,172.0928,0.4730601481,10000,0.4,0.971162,2.91548,0
0.224632,0.5,128.5461,0.6315882277,7000,0.85,0.864446,2.87151,0
0.274626,0.6,56.263,0.6767578429,10000,1,0.726151,2.95095,0
0.195929,0.4,169.1769,0.5170582379,5000,0.5,0.952598,2.88349,0
0.198798,0.45,156.3197,0.5235980812,10000,0.55,0.949829,2.90675,0
0.239239,0.55,90.7768,0.6667960872,5000,0.9,0.829052,2.88596,0
0.195389,0.4,170.7084,0.5055891008,7000,0.5,0.950125,2.89872,0
0.195242,0.4,170.2025,0.5153422767,7000,0.5,0.952105,2.88796,0
0.195408,0.4,173.1694,0.5151185503,7000,0.5,0.952682,2.88723,0
0.249352,0.6,61.5704,0.631907783,10000,0.85,0.800568,2.96464,0
0.190607,0.35,179.9998,0.5104748873,5000,0.45,0.950454,2.86545,0
0.195383,0.4,165.7841,0.5147906987,7000,0.5,0.950774,2.89057,0
0.259108,0.6,66.3998,0.6698576419,10000,0.95,0.774599,2.934,0
0.206818,0.45,144.5166,0.576629374,5000,0.65,0.924511,2.87272,0
0.236112,0.55,90.5355,0.6257975617,10000,0.85,0.836253,2.92227,0
0.249759,0.55,83.0066,0.6799755803,10000,0.95,0.795263,2.89078,0
0.272921,0.6,60.8771,0.6728586714,10000,1,0.737414,2.94353,0
0.213336,0.5,121.1273,0.5910135552,7000,0.7,0.909452,2.89409,0
0.227259,0.5,115.329,0.6345252948,10000,0.85,0.85288,2.87944,0
0.195037,0.4,179.9618,0.5141682257,10000,0.5,0.953354,2.8867,0
0.233611,0.5,102.5846,0.5843648213,10000,0.85,0.822197,2.93638,0
0.211573,0.45,146.3337,0.5836559472,7000,0.75,0.88765,2.88146,0
0.240829,0.55,85.3998,0.6432776952,10000,0.9,0.81139,2.9168,0
0.235568,0.55,100.2144,0.6675584202,7000,0.9,0.841214,2.87699,0
0.195709,0.4,179.9992,0.5261462608,7000,0.5,0.955635,2.87248,0
0.254624,0.6,73.2849,0.6771737059,10000,0.95,0.791752,2.91861,0
0.198724,0.4,162.7457,0.5448181745,5000,0.55,0.941675,2.8661,0
0.214068,0.5,120.5297,0.5824098902,7000,0.7,0.906197,2.90239,0
0.19508,0.4,173.7007,0.5219292703,5000,0.5,0.95542,2.87853,0
0.163332,0.35,88.0475,0.2853713587,10000,0.1,0.977913,3.07007,0
0.208574,0.5,135.189,0.5813512647,10000,0.7,0.916417,2.89916,0
0.210257,0.45,152.9172,0.5581366756,7000,0.7,0.902943,2.89747,0
0.194842,0.4,179.8983,0.5226926918,7000,0.5,0.955882,2.87702,0
0.281939,0.65,48.5446,0.6977272761,10000,1,0.720465,2.96355,0
0.207323,0.45,144.1575,0.5599441425,7000,0.65,0.918385,2.8906,0
0.209386,0.5,134.4979,0.5785219337,10000,0.7,0.91505,2.90167,0
0.195826,0.45,157.1738,0.513320364,10000,0.5,0.96332,2.9091,0
0.220844,0.55,97.931,0.5989505601,10000,0.75,0.883993,2.92579,0
0.260237,0.65,52.799,0.6814664071,10000,0.9,0.780057,2.95948,0
0.211261,0.5,129.2233,0.6043327365,7000,0.7,0.918937,2.87594,0
0.251646,0.5,101.0712,0.6579367721,10000,1,0.777369,2.88533,0
0.220414,0.5,113.7844,0.5745092247,7000,0.75,0.876308,2.92392,0
0.199389,0.4,179.9809,0.540129197,7000,0.55,0.944395,2.86528,0
0.205744,0.5,122.2843,0.5892916549,7000,0.65,0.93065,2.88706,0
0.198746,0.4,169.8368,0.4995480807,7000,0.55,0.932047,2.91539,0
0.205898,0.45,151.9683,0.5713176717,7000,0.65,0.925468,2.87457,0
0.232221,0.55,83.2253,0.6406437527,10000,0.85,0.831005,2.91672,0
0.242047,0.55,83.9732,0.6449895002,10000,0.9,0.809429,2.91481,0
0.194265,0.4,163.4305,0.5218914804,5000,0.5,0.951999,2.882,0
0.223298,0.5,113.575,0.6014249092,10000,0.8,0.862354,2.90532,0
0.211247,0.5,134.4402,0.5828140938,7000,0.7,0.916043,2.89463,0
0.196408,0.4,178.4351,0.5280448539,7000,0.55,0.941379,2.88037,0
0.255247,0.65,59.1334,0.6763070983,10000,0.9,0.797267,2.95074,0
0.194814,0.4,173.2745,0.5310553961,7000,0.5,0.955547,2.87164,0
0.198063,0.4,170.4264,0.538268071,5000,0.55,0.943256,2.87149,0
0.215764,0.55,102.9758,0.5880896605,10000,0.7,0.908989,2.92502,0
0.195609,0.4,161.1757,0.5229280535,5000,0.5,0.951698,2.8812,0
0.195652,0.4,179.9999,0.5155784622,7000,0.5,0.954147,2.88424,0
0.216137,0.5,111.4491,0.6014036862,5000,0.75,0.884323,2.8981,0
0.232826,0.5,102.3044,0.6042045568,10000,0.85,0.828909,2.91743,0
0.213203,0.5,107.4623,0.575914043,10000,0.7,0.892921,2.92202,0
0.195816,0.4,165.3985,0.5293056564,5000,0.55,0.939344,2.88121,0
0.198567,0.4,178.3116,0.5135548279,7000,0.55,0.938238,2.89618,0
0.19741,0.4,175.117,0.5453992374,5000,0.55,0.945427,2.86303,0
0.198194,0.4,167.7595,0.5363258065,5000,0.55,0.941842,2.87349,0
0.20606,0.5,118.1396,0.5469150191,10000,0.65,0.914814,2.9353,0
0.203704,0.45,134.1582,0.5341995052,10000,0.6,0.924459,2.91661,0
0.212329,0.5,126.907,0.5985669669,7000,0.7,0.915747,2.88403,0
0.232923,0.5,96.9399,0.6122840857,10000,0.85,0.825849,2.91425,0
0.205015,0.45,151.3642,0.5771391973,7000,0.65,0.926333,2.8708,0
0.234434,0.55,85.2109,0.6226444537,10000,0.85,0.828449,2.93005,0
0.211496,0.5,133.8436,0.5646000322,10000,0.7,0.909821,2.91643,0
0.207505,0.5,128.5419,0.5747306474,7000,0.65,0.930853,2.89792,0
0.198424,0.4,177.2423,0.5334346206,7000,0.55,0.942364,2.87419,0
0.27124,0.6,55.69,0.6496840467,10000,0.95,0.740449,2.96807,0
0.272961,0.6,57.2342,0.6767885919,10000,1,0.728863,2.94875,0
0.266016,0.6,66.0402,0.6888089438,10000,1,0.754919,2.92531,0
0.212617,0.45,138.7074,0.5534837558,10000,0.7,0.892445,2.90999,0
0.198283,0.4,171.2203,0.5418343541,5000,0.55,0.943444,2.86593,0
0.213437,0.5,115.2778,0.6001453978,5000,0.7,0.90875,2.88757,0
0.192286,0.45,148.8629,0.497450736,10000,0.45,0.973691,2.92058,0
0.195349,0.4,174.4632,0.5263131313,5000,0.5,0.955713,2.8716,0
0.194843,0.4,179.979,0.5146890868,7000,0.5,0.953865,2.88487,0
0.192497,0.4,171.4229,0.5047410033,7000,0.45,0.96371,2.88969,0
0.195674,0.45,150.5606,0.5158014087,7000,0.5,0.963706,2.90797,0
0.195744,0.45,147.6282,0.5088805672,7000,0.5,0.961055,2.91716,0
0.19551,0.4,170.0198,0.5199726813,7000,0.5,0.952317,2.88343,0
0.259196,0.55,66.032,0.6429747325,10000,0.95,0.751294,2.94287,0
0.202406,0.45,152.6561,0.5504428713,7000,0.6,0.938445,2.88902,0
0.24888,0.55,95.877,0.6856213476,10000,1,0.794508,2.87894,0
0.241063,0.55,83.7599,0.6398108157,10000,0.9,0.807486,2.92287,0
0.216597,0.45,153.419,0.591066638,10000,0.8,0.872847,2.88196,0
0.219904,0.5,108.5373,0.5813605447,10000,0.75,0.873493,2.92121,0
0.236826,0.55,94.7021,0.6728171498,7000,0.9,0.836192,2.87745,0
0.236668,0.55,92.4009,0.6742658628,5000,0.9,0.834527,2.87802,0
0.208478,0.4,179.0882,0.5899198298,5000,0.7,0.908161,2.8369,0
0.202507,0.45,146.6228,0.5497950147,10000,0.6,0.934609,2.89435,0
0.193987,0.4,178.3033,0.5119985566,7000,0.5,0.953688,2.88802,0
0.229021,0.5,99.8382,0.6030469349,7000,0.85,0.826917,2.92135,0
0.191578,0.35,172.2932,0.5076627737,5000,0.45,0.948511,2.87105,0
0.24563,0.6,65.0375,0.6407259155,10000,0.85,0.811353,2.9542,0
0.195381,0.4,179.832,0.5073708427,7000,0.5,0.95253,2.89245,0
0.224791,0.45,150.1176,0.5941616623,10000,0.85,0.851269,2.88369,0
0.207593,0.45,140.6972,0.5506712766,10000,0.65,0.913358,2.90383,0
0.195,0.4,174.6171,0.520447784,7000,0.5,0.953985,2.88152,0
0.195362,0.4,180,0.4852423229,7000,0.5,0.947626,2.9166,0
0.264536,0.6,60.7119,0.6745932227,10000,0.95,0.761418,2.93937,0
0.248104,0.55,84.4445,0.6692116239,7000,0.95,0.795621,2.89575,0
0.195174,0.4,179.9995,0.527925301,7000,0.5,0.957015,2.87085,0
0.19542,0.4,179.9923,0.504573375,7000,0.5,0.951786,2.89607,0
0.197875,0.4,179.6113,0.5454524557,7000,0.55,0.94494,2.86087,0
0.203383,0.45,159.9488,0.551315474,10000,0.65,0.923112,2.89623,0
0.255545,0.55,78.0682,0.6476291462,10000,0.95,0.776303,2.924,0
0.270801,0.6,57.1579,0.6860569862,10000,1,0.731266,2.94134,0
0.198259,0.4,179.8257,0.5368681143,5000,0.55,0.945169,2.86813,0
0.213142,0.5,112.1942,0.5686415704,10000,0.7,0.894962,2.92524,0
0.206911,0.45,138.7881,0.5606581108,5000,0.65,0.916471,2.89145,0
0.206125,0.45,140.9227,0.5827694556,5000,0.65,0.923921,2.86731,0
0.195349,0.4,173.9771,0.5144389703,5000,0.5,0.953399,2.88693,0
0.198204,0.4,179.6924,0.5351544498,5000,0.55,0.944499,2.87097,0
0.198318,0.4,172.3139,0.5453417102,5000,0.55,0.944688,2.8623,0
0.21126,0.5,121.5114,0.6053086194,5000,0.7,0.915418,2.87717,0
0.201835,0.4,178.2144,0.5377092226,5000,0.6,0.92855,2.87702,0
0.226067,0.45,134.6083,0.5897878825,10000,0.85,0.838896,2.89817,0
0.19564,0.4,169.1267,0.5348188157,5000,0.5,0.956071,2.8655,0
0.226751,0.45,139.2825,0.5989590199,7000,0.85,0.845778,2.88412,0
0.205511,0.45,136.3524,0.5611518595,7000,0.65,0.915286,2.89592,0
0.219286,0.5,129.2466,0.5926419483,10000,0.8,0.873202,2.90395,0
0.227037,0.5,109.7605,0.6201914687,10000,0.85,0.842706,2.89784,0
0.198087,0.4,170.3163,0.5384557693,5000,0.55,0.942977,2.86946,0
0.246174,0.6,79.1613,0.6397472435,10000,0.9,0.8144,2.93938,0
0.206654,0.45,143.2237,0.5732444131,5000,0.65,0.922982,2.87644,0
0.195499,0.4,179.8612,0.5182044871,7000,0.5,0.954564,2.88123,0
0.192162,0.4,174.4622,0.501621822,7000,0.45,0.963803,2.89209,0
0.22122,0.55,99.2231,0.597241251,10000,0.75,0.885316,2.92722,0
0.228952,0.5,106.2999,0.6331882743,7000,0.85,0.844035,2.88618,0
0.189884,0.4,159.7265,0.4869143397,7000,0.4,0.971528,2.9027,0
0.198485,0.4,174.9931,0.5435706072,5000,0.55,0.944745,2.86164,0
0.195394,0.4,167.8588,0.526708937,5000,0.5,0.954249,2.8755,0
0.195326,0.4,179.8847,0.5056436772,7000,0.5,0.952072,2.89536,0
0.196028,0.4,170.8569,0.5169335801,7000,0.5,0.951914,2.8857,0
0.198865,0.4,178.3337,0.5176315495,10000,0.55,0.937923,2.89352,0
0.198895,0.45,163.0952,0.5401208254,10000,0.6,0.93972,2.89783,0
0.22728,0.5,111.7783,0.6132324433,10000,0.85,0.842692,2.90329,0
0.195666,0.45,147.1345,0.512157342,7000,0.5,0.961278,2.91438,0
0.194693,0.4,170.9976,0.5287737348,5000,0.5,0.956217,2.87095,0
0.238131,0.55,95.0163,0.6631237062,5000,0.9,0.833638,2.88535,0
0.198532,0.4,179.9349,0.5303425751,7000,0.55,0.942823,2.87712,0
0.226503,0.5,117.6177,0.6302569207,10000,0.85,0.853645,2.88101,0
0.26823,0.6,64.4073,0.6856209073,10000,1,0.750138,2.92807,0
0.259781,0.6,64.2489,0.6730173158,7000,0.95,0.770722,2.93483,0
0.242163,0.55,84.7609,0.6438296523,7000,0.9,0.811413,2.91455,0
0.212758,0.5,106.0041,0.5648463253,10000,0.7,0.88889,2.93381,0
0.268945,0.6,64.2809,0.6880494714,10000,1,0.750259,2.92799,0
0.274868,0.6,54.9391,0.6713552042,10000,1,0.720938,2.95723,0
0.247337,0.55,82.0637,0.6196109652,10000,0.9,0.797493,2.93923,0
0.225415,0.5,102.625,0.5993263264,10000,0.8,0.850224,2.91635,0
0.19534,0.4,169.218,0.5128756644,7000,0.5,0.951126,2.89103,0
0.197848,0.4,179.937,0.5325235321,7000,0.55,0.943084,2.8742,0
0.195134,0.4,171.1563,0.524305924,7000,0.5,0.954,2.87845,0
0.196711,0.45,147.0689,0.5291212265,10000,0.55,0.948441,2.90791,0
0.21294,0.5,121.1984,0.5912494388,7000,0.7,0.910015,2.89515,0
0.274224,0.65,55.9323,0.7020013061,10000,1,0.745985,2.94396,0
0.192841,0.4,169.897,0.5091177552,5000,0.45,0.965094,2.88276,0
0.238897,0.55,83.0381,0.6124208078,10000,0.85,0.821079,2.93998,0
0.223635,0.5,110.4155,0.6385318144,5000,0.8,0.87251,2.86846,0
0.242663,0.6,68.6198,0.6618692276,10000,0.85,0.82595,2.92769,0
0.19551,0.4,179.961,0.545163934,7000,0.5,0.959768,2.85168,0
0.196073,0.4,166.2139,0.5213039337,5000,0.5,0.952599,2.88045,0
0.195515,0.4,164.6425,0.5207860292,5000,0.5,0.952167,2.88287,0
0.243034,0.55,80.2813,0.6554536461,10000,0.9,0.807037,2.91092,0
0.217968,0.5,117.5223,0.5939656103,7000,0.75,0.886292,2.9019,0
0.195875,0.4,162.6611,0.5221758923,5000,0.5,0.951669,2.88178,0
0.198734,0.4,169.5336,0.5298061815,5000,0.55,0.940401,2.87997,0
0.231483,0.5,106.2338,0.6233203673,7000,0.85,0.840443,2.89533,0
0.243807,0.6,86.5898,0.6894478797,10000,0.95,0.820417,2.89406,0
0.22031,0.55,95.6356,0.616697697,7000,0.75,0.888015,2.91016,0
0.23649,0.55,94.9938,0.6841257657,5000,0.9,0.840932,2.86497,0
0.19811,0.45,155.2374,0.5079955418,10000,0.55,0.94575,2.92741,0
0.202645,0.45,141.5352,0.5491052566,5000,0.6,0.934698,2.89465,0
0.209932,0.45,140.9301,0.5889619884,5000,0.7,0.906474,2.871,0
0.198108,0.4,176.3963,0.5423390706,7000,0.55,0.944233,2.86648,0
0.267545,0.65,53.5103,0.6867812973,10000,0.95,0.758704,2.95749,0
0.195009,0.4,178.5011,0.5200270034,7000,0.5,0.954851,2.88121,0
0.230857,0.6,75.3397,0.6390508621,10000,0.8,0.856754,2.93488,0
0.232955,0.6,76.9541,0.6329641768,7000,0.8,0.858023,2.93495,0
0.192276,0.45,142.9829,0.4971078043,10000,0.45,0.972049,2.92359,0
0.20247,0.45,149.3781,0.5730014136,5000,0.6,0.943528,2.8647,0
0.198916,0.4,180,0.5245933826,7000,0.55,0.941321,2.88226,0
0.194071,0.4,179.3166,0.4891665051,10000,0.5,0.948061,2.91461,0
0.206098,0.45,136.8628,0.5790987234,7000,0.65,0.919854,2.87455,0
0.249692,0.6,78.0687,0.6794933782,10000,0.95,0.802251,2.91166,0
0.198565,0.4,171.6595,0.5423693445,5000,0.55,0.943686,2.86579,0
0.255484,0.55,76.0158,0.6460998246,10000,0.95,0.772762,2.92892,0
0.195069,0.4,167.7568,0.5266232296,7000,0.5,0.953556,2.87681,0
0.242067,0.55,85.7007,0.663530785,5000,0.9,0.819595,2.89429,0
0.206235,0.45,157.5554,0.5568537881,10000,0.65,0.922595,2.8893,0
0.211991,0.5,127.3728,0.5933650856,7000,0.7,0.914981,2.88755,0
0.228604,0.5,114.7124,0.6201235476,7000,0.85,0.848184,2.89171,0
0.197902,0.45,154.7173,0.5248797165,10000,0.55,0.949968,2.90766,0
0.227914,0.45,133.1192,0.6021915203,7000,0.85,0.842385,2.88418,0
0.255639,0.65,57.9422,0.6878073779,10000,0.9,0.797754,2.94288,0
0.219815,0.45,142.4382,0.6123801215,5000,0.8,0.874353,2.86139,0
0.198095,0.4,173.8051,0.5396301252,5000,0.55,0.944044,2.86731,0
0.237456,0.55,94.2756,0.6783845876,5000,0.9,0.83725,2.87136,0
0.211684,0.5,133.0051,0.5851433552,7000,0.7,0.915846,2.89208,0
0.195459,0.4,178.1785,0.4903883166,10000,0.5,0.947978,2.91308,0
0.212841,0.5,115.2245,0.5889761346,10000,0.7,0.903386,2.90187,0
0.195344,0.4,164.1085,0.4997007403,10000,0.5,0.946067,2.90749,0
0.195645,0.4,163.0766,0.5341513164,5000,0.5,0.954694,2.86929,0
0.255478,0.6,70.9182,0.6706625233,10000,0.95,0.784793,2.92891,0
0.194781,0.4,178.2236,0.4977799397,10000,0.5,0.949525,2.90534,0
0.192823,0.35,179.4573,0.5020042778,5000,0.45,0.948278,2.87454,0
0.256903,0.6,68.7736,0.666638642,10000,0.95,0.778919,2.9347,0
0.195485,0.4,179.984,0.487069591,7000,0.5,0.948499,2.91562,0
0.214945,0.5,109.6752,0.573350458,10000,0.7,0.89413,2.91995,0
0.187993,0.4,161.8973,0.4664069865,10000,0.4,0.967608,2.92739,0
0.205059,0.45,163.7595,0.5479806432,10000,0.65,0.92372,2.89838,0
0.201019,0.4,179.2612,0.5389508847,7000,0.6,0.928754,2.87822,0
0.23892,0.6,71.8785,0.6515630337,10000,0.85,0.829504,2.93539,0
0.242884,0.55,81.1392,0.631625652,10000,0.9,0.801015,2.93219,0
0.264008,0.55,68.3556,0.6241624724,10000,0.95,0.749899,2.95434,0
0.219597,0.55,101.8022,0.6190035258,7000,0.75,0.895445,2.90313,0
0.200738,0.45,149.685,0.534808674,10000,0.65,0.913588,2.91816,0
0.248936,0.6,77.4264,0.6855307794,10000,0.95,0.802659,2.90715,0
0.208948,0.45,142.6591,0.5662830018,10000,0.7,0.899393,2.89658,0
0.198444,0.4,167.9031,0.5431537347,5000,0.55,0.942734,2.86637,0
0.198044,0.45,143.9566,0.5446693051,7000,0.55,0.95085,2.88962,0
0.195013,0.4,179.9649,0.4926951788,10000,0.5,0.949322,2.90981,0
0.219923,0.55,101.1056,0.6215269469,7000,0.75,0.89548,2.90103,0
0.195235,0.4,178.1017,0.5292423272,5000,0.5,0.957865,2.86829,0
0.276861,0.6,54.908,0.6813817251,10000,1,0.723592,2.94803,0
0.198439,0.4,171.7141,0.5355732805,7000,0.55,0.940812,2.87374,0
0.194712,0.4,179.5629,0.506728298,10000,0.5,0.951651,2.89504,0
0.243361,0.65,62.7557,0.6691578548,10000,0.85,0.830099,2.94612,0
0.232665,0.5,94.1166,0.6186350306,10000,0.85,0.824014,2.91143,0
0.195534,0.4,179.9532,0.5181623064,7000,0.5,0.954617,2.88186,0
0.249131,0.55,85.3359,0.6698094459,10000,0.95,0.796509,2.89773,0
0.189849,0.4,179.9986,0.4791455999,7000,0.4,0.973718,2.90554,0
0.273393,0.6,60.6241,0.6674168882,10000,1,0.734917,2.94977,0
0.195088,0.4,179.9028,0.5251012254,7000,0.5,0.955908,2.87414,0
0.195721,0.35,179.9889,0.5255667759,5000,0.5,0.940361,2.85753,0
0.197153,0.4,179.8724,0.4974631399,10000,0.55,0.934366,2.91541,0
0.230127,0.5,111.262,0.6227284804,10000,0.85,0.844556,2.89247,0
0.204384,0.45,153.4101,0.5376820724,7000,0.65,0.917127,2.91175,0
0.274605,0.6,52.5809,0.6747351549,10000,1,0.714467,2.95912,0
0.19567,0.4,179.9803,0.4992290223,7000,0.5,0.951184,2.89993,0
0.222812,0.55,94.6548,0.5942065299,10000,0.75,0.878283,2.93348,0
0.231205,0.5,108.7746,0.6110138355,10000,0.85,0.838274,2.90671,0
0.209888,0.5,124.427,0.5944763457,10000,0.7,0.912815,2.89157,0
0.195748,0.4,164.5042,0.5083576511,5000,0.5,0.949971,2.89646,0
0.202764,0.45,148.0763,0.5530249718,10000,0.6,0.936821,2.8905,0
0.213107,0.5,116.487,0.6061152576,5000,0.7,0.911497,2.88076,0
